Key,FilePath,AuthorName,AugmentationSource,RegionType,ClassIdxGroundTruth,UserString
B8B22FC2-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\Aluminium Pan\metal5.jpg,G,NOT_AUGMENTED,WholeImage,0,
B8B22FC3-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\Aluminium Pan\metal169.jpg,G,NOT_AUGMENTED,WholeImage,0,
B8B22FC4-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\Aluminium Pan\metal170.jpg,G,NOT_AUGMENTED,WholeImage,0,
B8B22FC5-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\Aluminium Pan\metal171.jpg,G,NOT_AUGMENTED,WholeImage,0,
B8B22FC6-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\Aluminium Pan\metal172.jpg,G,NOT_AUGMENTED,WholeImage,0,
B8B22FC7-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\Aluminium Pan\metal173.jpg,G,NOT_AUGMENTED,WholeImage,0,
B8B22FC8-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\Aluminium Pan\metal175.jpg,G,NOT_AUGMENTED,WholeImage,0,
B8B22FC9-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\Aluminium Pan\metal176.jpg,G,NOT_AUGMENTED,WholeImage,0,
B8B22FCA-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\Aluminium Pan\metal177.jpg,G,NOT_AUGMENTED,WholeImage,0,
B8B22FCB-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\Aluminium Pan\metal221.jpg,G,NOT_AUGMENTED,WholeImage,0,
C97D4A84-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal15.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A85-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal16.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A86-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal25.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A87-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal40.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A88-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal42.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A89-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal44.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A8A-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal46.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A8B-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal52.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A8C-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal57.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A8D-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal61.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A8E-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal72.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A8F-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal74.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A90-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal77.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A91-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal94.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A92-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal114.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A93-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal115.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A94-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal118.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A95-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal122.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A96-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal141.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A97-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal161.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A98-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal164.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A99-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal165.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A9A-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal166.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A9B-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal196.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A9C-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal220.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A9D-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal224.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A9E-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal232.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4A9F-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal251.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4AA0-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal257.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4AA1-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal258.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4AA2-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal266.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4AA3-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal270.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4AA4-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal309.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4AA5-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal312.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4AA6-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal315.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4AA7-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal319.jpg,G,NOT_AUGMENTED,WholeImage,1,
C97D4AA8-3A42-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\metal\AluminiumFoil\metal321.jpg,G,NOT_AUGMENTED,WholeImage,1,
