Key,FilePath,AuthorName,AugmentationSource,RegionType,ClassIdxGroundTruth,UserString
52A93DAD-3A3C-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\paper\RAW\IMG_20200118_145655.jpg,G,NOT_AUGMENTED,WholeImage,0,
52A93DAE-3A3C-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\paper\RAW\IMG_20200118_145700.jpg,G,NOT_AUGMENTED,WholeImage,0,
52A93DAF-3A3C-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\paper\RAW\IMG_20200118_145706.jpg,G,NOT_AUGMENTED,WholeImage,0,
52A93DB0-3A3C-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\paper\RAW\IMG_20200118_145715.jpg,G,NOT_AUGMENTED,WholeImage,0,
52A93DB1-3A3C-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\paper\RAW\IMG_20200118_145721.jpg,G,NOT_AUGMENTED,WholeImage,0,
52A93DB2-3A3C-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\paper\RAW\paper1.jpg,G,NOT_AUGMENTED,WholeImage,0,
52A93DB3-3A3C-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\paper\RAW\paper2.jpg,G,NOT_AUGMENTED,WholeImage,0,
52A93DB4-3A3C-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\paper\RAW\paper3.jpg,G,NOT_AUGMENTED,WholeImage,0,
52A93DB5-3A3C-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\paper\RAW\paper4.jpg,G,NOT_AUGMENTED,WholeImage,0,
52A93DB6-3A3C-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\paper\RAW\paper5.jpg,G,NOT_AUGMENTED,WholeImage,0,
52A93DB7-3A3C-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\paper\RAW\paper6.jpg,G,NOT_AUGMENTED,WholeImage,0,
52A93DB8-3A3C-11EA-8FA0-7845C4C5C539,C:\Hackatown2020\recyclable\paper\RAW\paper7.jpg,G,NOT_AUGMENTED,WholeImage,0,
